id,title,short_title,api_uri,first_name,middle_name,last_name,suffix,date_of_birth,gender,party,leadership_role,twitter_account,facebook_account,youtube_account,govtrack_id,cspan_id,votesmart_id,icpsr_id,crp_id,google_entity_id,fec_candidate_id,url,rss_url,contact_form,in_office,dw_nominate,seniority,next_election,total_votes,missed_votes,total_present,last_updated,ocd_id,office,phone,fax,state,missed_votes_pct,votes_with_party_pct,congress,chamber
P000601,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000601.json,Steven,,Palazzo,,1970-02-21,M,R,,CongPalazzo,stevenpalazzo,CongressmanPalazzo,412443,61886,69521,21148,N00031958,/m/0c3y_s5,H0MS04120,https://palazzo.house.gov,,,True,0.492,8,2018,1132.0,70.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ms/cd:4,2349 Rayburn House Office Building,202-225-5772,202-225-7074,MS,6.18,95.67,115,house
P000034,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000034.json,Frank,,Pallone,,1951-10-30,M,D,,FrankPallone,repfrankpallone,repfrankpallone,400308,6107,26951,15454,N00000781,/m/0g6t5w,H8NJ03073,https://pallone.house.gov,https://pallone.house.gov/rss.xml,,True,-0.404,32,2018,1132.0,1.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:nj/cd:6,237 Cannon House Office Building,202-225-4671,202-225-9665,NJ,0.09,94.08,115,house
P000609,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000609.json,Gary,,Palmer,,1954-05-14,M,R,,USRepGaryPalmer,CongressmanGaryPalmer,,412608,76094,146274,21500,N00035691,/m/0115nklq,H4AL06098,https://palmer.house.gov,https://palmer.house.gov/rss.xml,,True,0.778,4,2018,1132.0,16.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:al/cd:6,330 Cannon House Office Building,202-225-4921,202-225-2082,AL,1.41,95.16,115,house
P000613,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000613.json,Jimmy,,Panetta,,1969-10-01,M,D,,RepJimmyPanetta,RepJimmyPanetta,,412685,104727,169078,21740,N00038601,/m/0pyy9y4,H6CA20152,https://panetta.house.gov,,,True,-0.308,2,2018,1132.0,2.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:ca/cd:20,228 Cannon House Office Building,202-225-2861,,CA,0.18,92.92,115,house
P000096,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000096.json,Bill,,Pascrell,Jr.,1937-01-25,M,D,,BillPascrell,pascrell,RepPascrell,400309,45543,478,29741,N00000751,/m/03txs_,H6NJ08118,https://pascrell.house.gov,https://pascrell.house.gov/rss.xml,,True,-0.367,22,2018,1132.0,31.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:nj/cd:9,2370 Rayburn House Office Building,202-225-5751,202-225-5782,NJ,2.74,94.73,115,house
P000594,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000594.json,Erik,,Paulsen,,1965-05-14,M,R,,RepErikPaulsen,CongressmanErikPaulsen,reperikpaulsen,412303,1030000,3833,20924,N00029391,/m/0407tc8,H8MN03077,https://paulsen.house.gov,https://paulsen.house.gov/rss/press-releases.xml,,True,0.403,10,2018,1132.0,2.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:mn/cd:3,127 Cannon House Office Building,202-225-2871,202-225-6351,MN,0.18,90.44,115,house
P000604,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000604.json,Donald,M.,Payne,Jr.,1958-12-17,M,D,,RepDonaldPayne,DonaldPayneJr,,412506,65639,90668,31103,N00034639,/m/0jwr2v8,H2NJ10154,https://payne.house.gov,https://payne.house.gov/rss.xml,,True,-0.519,8,2018,1132.0,98.0,2.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:nj/cd:10,132 Cannon House Office Building,202-225-3436,202-225-4160,NJ,8.66,94.49,115,house
P000588,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000588.json,Steve,,Pearce,,1947-08-24,M,R,,RepStevePearce,RepStevePearce,NMStevePearce,400313,12063,10655,20337,N00012672,/m/033t2h,H2NM02126,https://pearce.house.gov,https://pearce.house.gov/rss.xml,,True,0.47,8,2018,1132.0,81.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:nm/cd:2,2432 Rayburn House Office Building,202-225-2365,,NM,7.16,92.67,115,house
P000197,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000197.json,Nancy,,Pelosi,,1940-03-26,F,D,Minority Leader,NancyPelosi,NancyPelosi,nancypelosi,400314,6153,26732,15448,N00007360,/m/012v1t,H8CA05035,https://pelosi.house.gov,https://pelosi.house.gov/rss.xml,,True,-0.49,30,2018,1132.0,124.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ca/cd:12,233 Cannon House Office Building,202-225-4965,202-225-8259,CA,10.95,94.54,115,house
P000593,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000593.json,Ed,,Perlmutter,,1953-05-01,M,D,,RepPerlmutter,RepPerlmutter,RepPerlmutter,412192,1021382,2653,20705,N00027510,/m/07n9ns,H6CO07023,https://perlmutter.house.gov,,,True,-0.282,12,2018,1132.0,56.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:co/cd:7,1410 Longworth House Office Building,202-225-2645,202-225-5278,CO,4.95,92.47,115,house
P000605,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000605.json,Scott,,Perry,,1962-05-27,M,R,,RepScottPerry,Rep.ScottPerry,RepScottPerry,412569,79873,59980,21356,N00034120,/m/04mwt6y,H2PA04135,https://perry.house.gov,,,True,0.665,6,2018,1132.0,21.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:pa/cd:4,1207 Longworth House Office Building,202-225-5836,202-226-1000,PA,1.86,91.27,115,house
P000608,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000608.json,Scott,,Peters,,1958-06-17,M,D,,RepScottPeters,RepScottPeters,,412523,79661,70351,21315,N00033591,/m/02rymxd,H2CA52089,https://scottpeters.house.gov,https://scottpeters.house.gov/rss.xml,,True,-0.176,6,2018,1132.0,20.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ca/cd:52,1122 Longworth House Office Building,202-225-0508,202-225-2558,CA,1.77,87.05,115,house
P000258,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000258.json,Collin,C.,Peterson,,1944-06-29,M,D,,,,,400316,23978,26926,29127,N00004558,/m/02h2my,H2MN07014,https://collinpeterson.house.gov,https://collinpeterson.house.gov/rss.xml,,True,-0.148,28,2018,1132.0,37.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:mn/cd:7,2204 Rayburn House Office Building,202-225-2165,202-225-1593,MN,3.27,74.25,115,house
P000597,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000597.json,Chellie,,Pingree,,1955-04-02,F,D,,ChelliePingree,ChelliePingree,congresswomanpingree,412307,1002167,6586,20920,N00013817,/m/05gflq,H8ME01120,https://pingree.house.gov,https://pingree.house.gov/rss.xml,,True,-0.421,10,2018,1132.0,41.0,3.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:me/cd:1,2162 Rayburn House Office Building,202-225-6116,202-225-5590,ME,3.62,94.59,115,house
P000606,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000606.json,Robert,,Pittenger,,1948-08-15,M,R,,RepPittenger,congressmanpittenger,CongressmanPittenger,412551,9265861,41272,21347,N00034416,/m/02b5bx,H2NC09134,https://pittenger.house.gov,,,True,0.562,6,2018,1132.0,50.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:nc/cd:9,224 Cannon House Office Building,202-225-1976,202-225-3389,NC,4.42,94.64,115,house
P000610,Delegate,Del.,https://api.propublica.org/congress/v1/members/P000610.json,Stacey,,Plaskett,,1964-05-13,F,D,,staceyplaskett,repstaceyplaskett,,412659,79090,,,N00035000,/m/012844_c,H2VI00082,https://plaskett.house.gov,,https://plaskett.house.gov/contact/,True,,4,2018,0.0,,,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:vi/cd:79,331 Cannon House Office Building,202-225-1790,202-225-5517,VI,,,115,house
P000607,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000607.json,Mark,,Pocan,,1964-08-14,M,D,,RepMarkPocan,repmarkpocan,repmarkpocan,412585,79688,26238,21370,N00033549,/m/0gyhpz,H2WI02124,https://pocan.house.gov,https://pocan.house.gov/rss.xml,,True,-0.549,6,2018,1132.0,136.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:wi/cd:2,1421 Longworth House Office Building,202-225-2906,202-225-6942,WI,12.01,93.17,115,house
P000592,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000592.json,Ted,,Poe,,1948-09-10,M,R,,JudgeTedPoe,106631626049851,CongressmanTedPoe,400652,1011398,49198,20528,N00026457,/m/04928s,H4TX02108,https://poe.house.gov,https://poe.house.gov/?a=RSS.Feed,,True,0.594,14,2018,1132.0,80.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:tx/cd:2,2132 Rayburn House Office Building,202-225-6565,202-225-5547,TX,7.07,91.83,115,house
P000611,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000611.json,Bruce,,Poliquin,,1953-11-01,M,R,,RepPoliquin,RepPoliquin,,412633,76253,120909,21524,N00034584,/m/0hrbhmw,S2ME00158,https://poliquin.house.gov,https://poliquin.house.gov/rss.xml,,True,0.362,4,2018,1132.0,13.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:me/cd:2,1208 Longworth House Office Building,202-225-6306,202-225-2943,ME,1.15,91.69,115,house
P000598,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000598.json,Jared,,Polis,,1975-05-12,M,D,,JaredPolis,jaredpolis,JaredPolis31275,412308,1031300,106220,20904,N00029127,/m/02qckk4,H8CO02137,https://polis.house.gov,https://polis.house.gov/news/rss.aspx,,True,-0.278,10,2018,1132.0,97.0,1.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:co/cd:2,1727 Longworth House Office Building,202-225-2161,202-226-7840,CO,8.57,90.43,115,house
P000602,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000602.json,Mike,,Pompeo,,1963-12-30,M,R,,RepMikePompeo,CongressmanPompeo,congressmanpompeo,412431,623387,,21136,,/m/0cnxjk7,H0KS04051,http://pompeo.house.gov,http://pompeo.house.gov/news/rss.aspx,,False,0.66,8,2018,61.0,59.0,0.0,2018-11-16 11:31:42 -0500,ocd-division/country:us/state:ks/cd:4,,202-225-6216,,KS,96.72,0.0,115,house
P000599,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000599.json,Bill,,Posey,,1947-12-18,M,R,,CongBillPosey,bill.posey15,CongressmanPosey,412309,88959,24280,20909,N00029662,/m/0281vxy,H8FL15107,https://posey.house.gov,https://posey.house.gov/news/rss.aspx?DocumentTypeID=1487,,True,0.513,10,2018,1132.0,110.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:fl/cd:8,2150 Rayburn House Office Building,202-225-3671,202-225-3516,FL,9.72,95.11,115,house
P000523,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000523.json,David,E.,Price,,1940-08-17,M,D,,RepDavidEPrice,RepDavidEPrice,RepDavidPrice,400326,6748,119,15438,N00002260,/m/034dxn,H6NC04037,https://price.house.gov,,,True,-0.343,30,2018,1132.0,24.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:nc/cd:4,2108 Rayburn House Office Building,202-225-1784,202-225-2014,NC,2.12,95.94,115,house
P000591,Representative,Rep.,https://api.propublica.org/congress/v1/members/P000591.json,Tom,,Price,,1954-10-08,M,R,,RepTomPrice,reptomprice,RepTomPrice,400626,1013044,,20505,,/m/2F04z48c,H4GA06087,https://tomprice.house.gov,http://tomprice.house.gov/rss.xml,,False,0.644,14,2018,85.0,82.0,0.0,2018-11-16 11:31:42 -0500,ocd-division/country:us/state:ga/cd:6,,202-225-4501,,GA,96.47,33.33,115,house
Q000023,Representative,Rep.,https://api.propublica.org/congress/v1/members/Q000023.json,Mike,,Quigley,,1958-10-17,M,D,,RepMikeQuigley,repmikequigley,RepMikeQuigley,412331,9263344,83310,20954,N00030581,/m/0fccwh,H0IL05096,https://quigley.house.gov,,,True,-0.32,10,2018,1132.0,42.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:il/cd:5,2458 Rayburn House Office Building,202-225-4061,202-225-5603,IL,3.71,95.41,115,house
R000600,Delegate,Del.,https://api.propublica.org/congress/v1/members/R000600.json,Amata,Coleman,Radewagen,,1947-12-29,F,R,,RepAmata,congresswomanaumuaamata,,412664,5188,,,N00007635,/m/012964p3,H4AS00036,https://radewagen.house.gov,https://radewagen.house.gov/rss.xml,https://radewagen.house.gov/contact,True,,4,2018,0.0,,,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:as/cd:79,1339 Longworth House Office Building,202-225-8577,202-225-8757,AS,,,115,house
R000606,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000606.json,Jamie,,Raskin,,1962-12-13,M,D,,repraskin,repraskin,,412708,12924,65904,21741,N00037036,/m/0c13wm,H6MD08457,https://raskin.house.gov,https://raskin.house.gov/rss.xml,,True,-0.553,2,2018,1132.0,9.0,1.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:md/cd:8,431 Cannon House Office Building,202-225-5341,,MD,0.8,94.03,115,house
R000601,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000601.json,John,,Ratcliffe,,1965-10-20,M,R,,RepRatcliffe,RepRatcliffe,,412653,76455,147381,21549,N00035972,/m/010qgwph,H4TX04153,https://ratcliffe.house.gov,https://ratcliffe.house.gov/rss.xml,,True,0.74,4,2018,1132.0,25.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:tx/cd:4,325 Cannon House Office Building,202-225-6673,202-225-3332,TX,2.21,94.31,115,house
R000585,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000585.json,Tom,,Reed,,1971-11-18,M,R,,RepTomReed,RepTomReed,CongressmanTomReed,412393,623468,127046,21101,N00030949,/m/07kf86m,H0NY29054,https://reed.house.gov,,,True,0.294,10,2018,1132.0,21.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ny/cd:23,2437 Rayburn House Office Building,202-225-3161,202-226-6599,NY,1.86,90.64,115,house
R000578,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000578.json,Dave,,Reichert,,1950-08-29,M,R,,DaveReichert,repdavereichert,repdavereichert,400660,1013064,51346,20536,N00026885,/m/03dllc,H4WA08071,https://reichert.house.gov,https://reichert.house.gov/rss.xml,,True,0.224,14,2018,1132.0,35.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:wa/cd:8,1127 Longworth House Office Building,202-225-7761,202-225-4282,WA,3.09,90.61,115,house
R000586,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000586.json,Jim,,Renacci,,1958-12-03,M,R,,RepJimRenacci,repjimrenacci,repjimrenacci,412462,62686,120678,21164,N00031127,/m/025v2hb,H0OH16097,https://renacci.house.gov,http://renacci.house.gov/?a=rss.feed,,True,0.387,8,2018,1132.0,129.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:oh/cd:16,328 Cannon House Office Building,202-225-3876,202-225-3059,OH,11.4,93.32,115,house
R000597,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000597.json,Tom,,Rice,,1957-08-04,M,R,,RepTomRice,reptomrice,RepTomRice,412572,79473,132382,21359,N00033832,/m/03wg1mb,H2SC07066,https://rice.house.gov,,,True,0.574,6,2018,1132.0,23.0,19.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:sc/cd:7,223 Cannon House Office Building,202-225-9895,,SC,2.03,94.86,115,house
R000602,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000602.json,Kathleen,,Rice,,1965-02-15,F,D,,RepKathleenRice,RepKathleenRice,,412647,76332,127653,21540,N00035927,/m/08z1cf,H4NY04075,https://kathleenrice.house.gov,,,True,-0.289,4,2018,1132.0,45.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ny/cd:4,1508 Longworth House Office Building,202-225-5516,202-225-5758,NY,3.98,92.46,115,house
R000588,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000588.json,Cedric,,Richmond,,1973-09-13,M,D,,RepRichmond,RepRichmond,,412432,62391,35384,21137,N00030184,/m/0bbw8s3,H8LA02054,https://richmond.house.gov,https://richmond.house.gov/rss.xml,,True,-0.478,8,2018,1132.0,135.0,3.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:la/cd:2,420 Cannon House Office Building,202-225-6636,202-225-1988,LA,11.93,92.88,115,house
R000591,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000591.json,Martha,,Roby,,1976-07-27,F,R,,RepMarthaRoby,Representative.Martha.Roby,reproby,412394,61712,71604,21192,N00030768,/m/0drx5mb,H0AL02087,https://roby.house.gov,https://roby.house.gov/rss.xml,,True,0.367,8,2018,1132.0,34.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:al/cd:2,442 Cannon House Office Building,202-225-2901,202-225-8913,AL,3.0,97.09,115,house
R000582,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000582.json,Phil,,Roe,,1945-07-21,M,R,,DrPhilRoe,DrPhilRoe,drphilroe,412310,1031360,65306,20947,N00028463,/m/04gtg5_,H6TN01388,https://roe.house.gov,,,True,0.493,10,2018,1132.0,7.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:tn/cd:1,336 Cannon House Office Building,202-225-6356,202-225-6356,TN,0.62,96.71,115,house
R000395,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000395.json,Harold,,Rogers,,1937-12-31,M,R,,RepHalRogers,CongressmanHalRogers,RepHalRogers,400340,6739,26875,14854,N00003473,/m/025jnx,H0KY05015,https://halrogers.house.gov,,,True,0.333,38,2018,1132.0,82.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ky/cd:5,2406 Rayburn House Office Building,202-225-4601,202-225-0940,KY,7.24,96.48,115,house
R000575,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000575.json,Mike,D.,Rogers,,1958-07-16,M,R,,RepMikeRogersAL,CongressmanMikeDRogers,MikeRogersAL03,400341,1014740,5705,20301,N00024759,/m/024n_s,H2AL03032,https://mikerogers.house.gov,https://mikerogers.house.gov/rss.xml,,True,0.338,18,2018,1132.0,16.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:al/cd:3,2184 Rayburn House Office Building,202-225-3261,202-226-8485,AL,1.41,93.37,115,house
R000409,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000409.json,Dana,,Rohrabacher,,1947-06-21,M,R,,,,RepDanaRohrabacher,400343,5590,26763,15621,N00007151,/m/02gtr,H8CA42061,https://rohrabacher.house.gov,https://rohrabacher.house.gov/rss.xml,,True,0.627,30,2018,1132.0,107.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ca/cd:48,2300 Rayburn House Office Building,202-225-2415,202-225-0145,CA,9.45,91.61,115,house
R000592,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000592.json,Todd,,Rokita,,1970-02-09,M,R,,ToddRokita,RepToddRokita,reptoddrokita,412426,61832,34167,21131,N00031741,/m/0bll9p,H0IN04170,http://rokita.house.gov,https://rokita.house.gov/rss.xml,,True,0.6,8,2018,1132.0,41.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:in/cd:4,2439 Rayburn House Office Building,202-225-5037,202-226-0544,IN,3.62,93.86,115,house
R000607,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000607.json,Francis,,Rooney,,1953-12-04,M,R,,RepRooney,RepRooney,,412699,73021,172678,21742,N00040007,/m/0764lz,H6FL19087,https://francisrooney.house.gov,,,True,0.569,2,2018,1132.0,103.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:fl/cd:19,120 Cannon House Office Building,202-225-2536,202-225-0011,FL,9.1,96.6,115,house
R000583,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000583.json,Tom,,Rooney,,1970-11-21,M,R,,TomRooney,reptomrooney,CongressmanRooney,412311,1030486,107800,20910,N00029018,/m/04jl2j4,H8FL16022,https://rooney.house.gov,https://rooney.house.gov/rss.xml,,True,0.458,10,2018,1132.0,132.0,2.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:fl/cd:17,2160 Rayburn House Office Building,202-225-5792,202-225-3132,FL,11.66,95.6,115,house
R000435,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000435.json,Ileana,,Ros-Lehtinen,,1952-07-15,F,R,,RosLehtinen,iroslehtinen,IleanaRosLehtinen,400344,3206,26815,15634,N00002858,/m/02530d,H0FL18025,https://ros-lehtinen.house.gov,https://ros-lehtinen.house.gov/rss.xml,,True,0.244,30,2018,1132.0,145.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:fl/cd:27,2206 Rayburn House Office Building,202-225-3931,202-225-5620,FL,12.81,84.5,115,house
R000608,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000608.json,Jacky,,Rosen,,1957-08-02,F,D,,RepJackyRosen,,,412715,104738,169471,21743,N00038734,/g/11cntnvwkg,S8NV00156,https://rosen.house.gov,https://rosen.house.gov/rss.xml,,True,-0.243,2,2018,1132.0,31.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:nv/cd:3,413 Cannon House Office Building,202-225-3252,,NV,2.74,88.83,115,house
R000580,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000580.json,Peter,,Roskam,,1961-09-13,M,R,,PeterRoskam,PeterRoskam,RoskamIL06,412202,1021912,6382,20715,N00004719,/m/0gj190,H6IL06117,https://roskam.house.gov,https://roskam.house.gov/rss.xml,,True,0.429,12,2018,1132.0,36.0,0.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:il/cd:6,2246 Rayburn House Office Building,202-225-4561,202-225-1166,IL,3.18,92.7,115,house
R000593,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000593.json,Dennis,,Ross,,1959-10-18,M,R,,RepDennisRoss,dennis.ross.376,RepDennisRoss,412411,62532,12813,21117,N00030645,/m/0bmd7xs,H0FL12101,https://dennisross.house.gov,https://dennisross.house.gov/news/rss.aspx,,True,0.53,8,2018,1132.0,114.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:fl/cd:15,436 Cannon House Office Building,202-225-1252,202-226-0585,FL,10.07,98.33,115,house
R000598,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000598.json,Keith,,Rothfus,,1962-04-25,M,R,,KeithRothfus,keithrothfus,reprothfus,412570,61949,119466,21357,N00031253,/m/0ds0r5g,H0PA04220,https://rothfus.house.gov,https://rothfus.house.gov/rss.xml,,True,0.496,6,2018,1132.0,4.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:pa/cd:12,1205 Longworth House Office Building,202-225-2065,202-225-5709,PA,0.35,96.28,115,house
R000603,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000603.json,David,,Rouzer,,1972-02-16,M,R,,RepDavidRouzer,RepRouzer,,412641,79710,102964,21544,N00033527,/m/0jt1s3l,H2NC07096,https://rouzer.house.gov,https://rouzer.house.gov/rss.xml,,True,0.612,4,2018,1132.0,17.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:nc/cd:7,424 Cannon House Office Building,202-225-2731,202-225-5773,NC,1.5,94.35,115,house
R000486,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000486.json,Lucille,,Roybal-Allard,,1941-06-12,F,D,,RepRoybalAllard,RepRoybalAllard,RepRoybalAllard,400347,26136,26766,29317,N00006671,/m/024txf,H2CA33048,https://roybal-allard.house.gov,https://roybal-allard.house.gov/news/rss.aspx,,True,-0.471,26,2018,1132.0,31.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ca/cd:40,2083 Rayburn House Office Building,202-225-1766,202-226-0350,CA,2.74,95.46,115,house
R000487,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000487.json,Edward,,Royce,,1951-10-12,M,R,,RepEdRoyce,EdRoyce,RepEdRoyce,400348,28461,26772,29321,N00008264,/m/024xcy,H6CA39020,https://royce.house.gov,https://royce.house.gov/news/rss.aspx,,True,0.658,26,2018,1132.0,19.0,0.0,2018-11-17 13:30:24 -0500,ocd-division/country:us/state:ca/cd:39,2310 Rayburn House Office Building,202-225-4111,202-226-0335,CA,1.68,96.77,115,house
R000599,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000599.json,Raul,,Ruiz,,1972-08-25,M,D,,CongressmanRuiz,CongressmanRaulRuizMD,repraulruiz,412519,79727,136407,21311,N00033510,/m/02p8pz0,H2CA36439,https://ruiz.house.gov,https://ruiz.house.gov/rss.xml,,True,-0.238,6,2018,1132.0,5.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:ca/cd:36,1319 Longworth House Office Building,202-225-5330,202-225-1238,CA,0.44,91.57,115,house
R000576,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000576.json,C.A. Dutch,,Ruppersberger,,1946-01-31,M,D,,Call_Me_Dutch,184756771570504,ruppersberger,400349,49155,36130,20329,N00025482,/m/025k36,H2MD02160,https://ruppersberger.house.gov,https://ruppersberger.house.gov/rss.xml,,True,-0.296,16,2018,1132.0,21.0,2.0,2018-11-17 13:30:21 -0500,ocd-division/country:us/state:md/cd:2,2416 Rayburn House Office Building,202-225-3061,202-225-3094,MD,1.86,91.63,115,house
R000515,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000515.json,Bobby,L.,Rush,,1946-11-23,M,D,,RepBobbyRush,congressmanbobbyrush,CongressmanRush,400350,26127,26831,29346,N00004887,/m/0255x3,H2IL01042,https://rush.house.gov,https://rush.house.gov/rss.xml,,True,-0.478,26,2018,1132.0,260.0,0.0,2018-11-17 13:30:22 -0500,ocd-division/country:us/state:il/cd:1,2188 Rayburn House Office Building,202-225-4372,202-226-0333,IL,22.97,93.46,115,house
R000604,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000604.json,Steve,,Russell,,1963-05-25,M,R,,RepRussell,reprussell,,412650,77286,106528,21546,N00036175,/m/0ndnv6f,H4OK05132,https://russell.house.gov,,,True,0.475,4,2018,1132.0,33.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:ok/cd:5,128 Cannon House Office Building,202-225-2132,202-226-1463,OK,2.92,95.27,115,house
R000609,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000609.json,John,,Rutherford,,1952-09-02,M,R,,RepRutherfordFL,,,412692,104531,172542,21744,N00039777,/m/03zz77,H6FL04105,https://rutherford.house.gov,,,True,0.347,2,2018,1132.0,65.0,0.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:fl/cd:4,230 Cannon House Office Building,202-225-2501,,FL,5.74,95.69,115,house
R000577,Representative,Rep.,https://api.propublica.org/congress/v1/members/R000577.json,Tim,,Ryan,,1973-07-16,M,D,,RepTimRyan,timryan,timryanvision,400352,1003608,45638,20343,N00025280,/m/039tr9,H2OH17109,https://timryan.house.gov,https://timryan.house.gov/rss.xml,,True,-0.403,16,2018,1132.0,80.0,1.0,2018-11-17 13:30:23 -0500,ocd-division/country:us/state:oh/cd:13,1126 Longworth House Office Building,202-225-5261,202-225-3719,OH,7.07,94.39,115,house
